,y_test,prediction
6601,319.584,1609.3541937860382
1421,2375.5744,2418.1493823651635
1461,3914.904,2997.0901224424138
530,1960.781,1607.5224724251777
5861,3364.9532,2873.7571299871734
4291,517.3266,411.1384568886525
7924,276.9728,655.0082585606635
7112,1278.336,1291.1256493764215
1460,4247.804,3846.5235680349233
7205,3004.0896,2024.9071358693045
7890,2554.0088,1484.6193324446876
291,3866.9664,4538.923538202874
3197,3981.484,5699.151497809007
8488,2756.412,5242.749155295405
4348,2048.6666,2001.5460919161044
1352,2356.932,1895.4502394506019
2529,5972.226,5705.078003711821
1710,6769.8544,5705.078003711821
2635,5470.8786,4488.492714083399
4578,1384.864,1609.3541937860382
3363,3572.017,2953.4521508378157
6804,1597.92,1113.2550317022183
4222,3200.5006,4511.843875769507
6472,3202.498,3809.7786987385334
4644,3235.788,1900.5255551569792
6179,555.2772,505.3869280037553
1861,2885.5772,3966.3747438416453
3598,218.3824,206.8288735779747
1523,5478.2024,5705.078003711821
